t,px,py,pz,ex,ey,ez,err
2.62,-0.027,-0.016,-0.046,-6.910,-0.010,0.876,6.933
2.65,-0.027,-0.016,-0.046,-6.910,-0.010,0.876,6.933
2.67,-0.026,-0.016,-0.046,-6.951,-0.010,0.881,6.974
2.69,-0.026,-0.016,-0.046,-6.951,-0.010,0.881,6.974
2.71,-0.026,-0.016,-0.047,-6.992,-0.010,0.885,7.017
2.73,-0.026,-0.016,-0.047,-6.992,-0.010,0.885,7.017
2.75,-0.025,-0.015,-0.047,-7.035,-0.010,0.890,7.060
2.77,-0.025,-0.015,-0.047,-7.035,-0.010,0.890,7.060
2.79,-0.024,-0.015,-0.048,-7.077,-0.009,0.895,7.103
2.81,-0.024,-0.015,-0.048,-7.077,-0.009,0.895,7.103
2.83,-0.023,-0.015,-0.048,-7.117,-0.009,0.900,7.145
2.85,-0.023,-0.015,-0.048,-7.117,-0.009,0.900,7.145
2.87,-0.022,-0.015,-0.049,-7.158,-0.009,0.904,7.187
2.90,-0.022,-0.015,-0.049,-7.158,-0.009,0.904,7.187
2.92,-0.021,-0.014,-0.050,-7.201,-0.009,0.909,7.230
2.94,-0.021,-0.014,-0.050,-7.201,-0.009,0.909,7.230
2.96,-0.021,-0.014,-0.050,-7.241,-0.009,0.914,7.272
2.98,-0.021,-0.014,-0.050,-7.241,-0.009,0.914,7.272
3.00,-0.020,-0.013,-0.051,-7.303,-0.009,0.921,7.335
3.02,-0.020,-0.013,-0.051,-7.303,-0.009,0.921,7.335
3.04,-0.020,-0.013,-0.053,-7.345,-0.009,0.926,7.377
3.06,-0.020,-0.013,-0.053,-7.345,-0.009,0.926,7.377
3.08,-0.020,-0.013,-0.053,-7.345,-0.009,0.926,7.377
3.10,-0.022,-0.012,-0.055,-7.386,-0.009,0.931,7.416
3.12,-0.022,-0.012,-0.055,-7.386,-0.009,0.931,7.416
3.15,-0.025,-0.012,-0.057,-7.429,-0.009,0.936,7.456
3.17,-0.025,-0.012,-0.057,-7.429,-0.009,0.936,7.456
3.19,-0.029,-0.013,-0.060,-7.469,-0.009,0.940,7.492
3.21,-0.029,-0.013,-0.060,-7.469,-0.009,0.940,7.492
3.23,-0.034,-0.013,-0.063,-7.511,-0.009,0.945,7.529
3.25,-0.034,-0.013,-0.063,-7.511,-0.009,0.945,7.529
3.27,-0.040,-0.014,-0.066,-7.551,-0.009,0.950,7.563
3.29,-0.040,-0.014,-0.066,-7.551,-0.009,0.950,7.563
3.31,-0.050,-0.015,-0.070,-7.592,-0.008,0.955,7.594
3.33,-0.050,-0.015,-0.070,-7.592,-0.008,0.955,7.594
3.35,-0.060,-0.016,-0.075,-7.633,-0.008,0.960,7.624
3.38,-0.060,-0.016,-0.075,-7.633,-0.008,0.960,7.624
3.40,-0.072,-0.017,-0.079,-7.674,-0.008,0.964,7.653
3.42,-0.072,-0.017,-0.079,-7.674,-0.008,0.964,7.653
3.44,-0.086,-0.018,-0.084,-7.714,-0.008,0.969,7.679
3.46,-0.086,-0.018,-0.084,-7.714,-0.008,0.969,7.679
3.48,-0.103,-0.020,-0.089,-7.755,-0.008,0.974,7.703
3.50,-0.103,-0.020,-0.089,-7.755,-0.008,0.974,7.703
3.52,-0.129,-0.022,-0.093,-7.817,-0.008,0.982,7.739
3.54,-0.129,-0.022,-0.093,-7.817,-0.008,0.982,7.739
3.56,-0.154,-0.025,-0.096,-7.857,-0.008,0.987,7.754
3.58,-0.154,-0.025,-0.096,-7.857,-0.008,0.987,7.754
3.60,-0.154,-0.025,-0.096,-7.857,-0.008,0.987,7.754
3.62,-0.204,-0.029,-0.098,-7.899,-0.008,0.992,7.746
3.64,-0.204,-0.029,-0.098,-7.899,-0.008,0.992,7.746
3.67,-0.241,-0.030,-0.098,-7.941,-0.008,0.997,7.752
3.69,-0.241,-0.030,-0.098,-7.941,-0.008,0.997,7.752
3.71,-0.283,-0.029,-0.097,-7.982,-0.008,1.002,7.752
3.73,-0.283,-0.029,-0.097,-7.982,-0.008,1.002,7.752
3.75,-0.329,-0.025,-0.093,-8.023,-0.008,1.007,7.748
3.77,-0.329,-0.025,-0.093,-8.023,-0.008,1.007,7.748
3.79,-0.379,-0.018,-0.087,-8.065,-0.008,1.012,7.742
3.81,-0.379,-0.018,-0.087,-8.065,-0.008,1.012,7.742
3.83,-0.443,-0.005,-0.072,-8.107,-0.008,1.018,7.722
3.85,-0.443,-0.005,-0.072,-8.107,-0.008,1.018,7.722
3.87,-0.488,-0.012,-0.074,-8.147,-0.007,1.023,7.717
3.90,-0.488,-0.012,-0.074,-8.147,-0.007,1.023,7.717
3.92,-0.530,-0.038,-0.091,-8.188,-0.007,1.028,7.716
3.94,-0.530,-0.038,-0.091,-8.188,-0.007,1.028,7.716
3.96,-0.580,-0.069,-0.104,-8.230,-0.007,1.033,7.706
3.98,-0.580,-0.069,-0.104,-8.230,-0.007,1.033,7.706
4.00,-0.650,-0.113,-0.115,-8.272,-0.007,1.038,7.678
4.02,-0.650,-0.113,-0.115,-8.272,-0.007,1.038,7.678
4.04,-0.717,-0.153,-0.121,-8.334,-0.007,1.046,7.675
4.06,-0.717,-0.153,-0.121,-8.334,-0.007,1.046,7.675
4.08,-0.717,-0.153,-0.121,-8.334,-0.007,1.046,7.675
4.10,-0.839,-0.211,-0.122,-8.376,-0.007,1.052,7.597
4.12,-0.839,-0.211,-0.122,-8.376,-0.007,1.052,7.597
4.15,-0.924,-0.243,-0.119,-8.417,-0.007,1.057,7.555
4.17,-0.924,-0.243,-0.119,-8.417,-0.007,1.057,7.555
4.19,-1.015,-0.272,-0.115,-8.460,-0.007,1.062,7.510
4.21,-1.015,-0.272,-0.115,-8.460,-0.007,1.062,7.510
4.23,-1.113,-0.296,-0.110,-8.502,-0.007,1.068,7.457
4.25,-1.113,-0.296,-0.110,-8.502,-0.007,1.068,7.457
4.27,-1.215,-0.315,-0.108,-8.544,-0.007,1.073,7.399
4.29,-1.215,-0.315,-0.108,-8.544,-0.007,1.073,7.399
4.31,-1.344,-0.331,-0.107,-8.587,-0.007,1.079,7.315
4.33,-1.344,-0.331,-0.107,-8.587,-0.007,1.079,7.315
4.35,-1.458,-0.341,-0.107,-8.629,-0.007,1.084,7.245
4.37,-1.458,-0.341,-0.107,-8.629,-0.007,1.084,7.245
4.40,-1.577,-0.346,-0.108,-8.671,-0.007,1.089,7.170
4.42,-1.577,-0.346,-0.108,-8.671,-0.007,1.089,7.170
4.44,-1.701,-0.349,-0.109,-8.714,-0.006,1.095,7.090
4.46,-1.701,-0.349,-0.109,-8.714,-0.006,1.095,7.090
4.48,-1.831,-0.348,-0.111,-8.756,-0.006,1.100,7.004
4.50,-1.831,-0.348,-0.111,-8.756,-0.006,1.100,7.004
4.52,-1.994,-0.345,-0.113,-8.818,-0.006,1.108,6.905
4.54,-1.994,-0.345,-0.113,-8.818,-0.006,1.108,6.905
4.56,-2.136,-0.339,-0.116,-8.860,-0.006,1.113,6.806
4.58,-2.136,-0.339,-0.116,-8.860,-0.006,1.113,6.806
4.60,-2.136,-0.339,-0.116,-8.860,-0.006,1.113,6.806
4.62,-2.375,-0.326,-0.122,-8.902,-0.006,1.119,6.611
4.65,-2.375,-0.326,-0.122,-8.902,-0.006,1.119,6.611
4.67,-2.532,-0.316,-0.127,-8.945,-0.006,1.124,6.497
4.69,-2.532,-0.316,-0.127,-8.945,-0.006,1.124,6.497
4.71,-2.695,-0.305,-0.133,-8.986,-0.006,1.129,6.377
4.73,-2.695,-0.305,-0.133,-8.986,-0.006,1.129,6.377
4.75,-2.862,-0.293,-0.140,-9.028,-0.006,1.134,6.252
4.77,-2.862,-0.293,-0.140,-9.028,-0.006,1.134,6.252
4.79,-3.036,-0.281,-0.148,-9.070,-0.006,1.139,6.121
4.81,-3.036,-0.281,-0.148,-9.070,-0.006,1.139,6.121
4.83,-3.250,-0.266,-0.158,-9.111,-0.006,1.145,5.949
4.85,-3.250,-0.266,-0.158,-9.111,-0.006,1.145,5.949
4.87,-3.433,-0.254,-0.166,-9.153,-0.006,1.150,5.809
4.90,-3.433,-0.254,-0.166,-9.153,-0.006,1.150,5.809
4.92,-3.619,-0.242,-0.176,-9.194,-0.006,1.155,5.665
4.94,-3.619,-0.242,-0.176,-9.194,-0.006,1.155,5.665
4.96,-3.808,-0.229,-0.186,-9.235,-0.006,1.160,5.518
4.98,-3.808,-0.229,-0.186,-9.235,-0.006,1.160,5.518
5.00,-4.037,-0.215,-0.198,-9.275,-0.005,1.165,5.331
5.02,-4.037,-0.215,-0.198,-9.275,-0.005,1.165,5.331
5.04,-4.228,-0.202,-0.210,-9.336,-0.005,1.172,5.202
5.06,-4.228,-0.202,-0.210,-9.336,-0.005,1.172,5.202
5.08,-4.228,-0.202,-0.210,-9.336,-0.005,1.172,5.202
5.10,-4.532,-0.183,-0.229,-9.376,-0.005,1.177,4.939
5.12,-4.532,-0.183,-0.229,-9.376,-0.005,1.177,4.939
5.15,-4.721,-0.172,-0.243,-9.417,-0.005,1.182,4.792
5.17,-4.721,-0.172,-0.243,-9.417,-0.005,1.182,4.792
5.19,-4.907,-0.160,-0.257,-9.456,-0.005,1.187,4.645
5.21,-4.907,-0.160,-0.257,-9.456,-0.005,1.187,4.645
5.23,-5.091,-0.149,-0.274,-9.496,-0.005,1.192,4.502
5.25,-5.091,-0.149,-0.274,-9.496,-0.005,1.192,4.502
5.27,-5.271,-0.139,-0.294,-9.535,-0.005,1.197,4.361
5.29,-5.271,-0.139,-0.294,-9.535,-0.005,1.197,4.361
5.31,-5.482,-0.127,-0.323,-9.574,-0.005,1.201,4.187
5.33,-5.482,-0.127,-0.323,-9.574,-0.005,1.201,4.187
5.35,-5.653,-0.117,-0.351,-9.613,-0.005,1.206,4.053
